Wavenumber,WD23MI02,WD33MI03,SH55MI02,SH54MI11,SH63MI02,WD71AMI01,SH63MI10,SH01MI11,SH01MI05,SH63MI39,WD23MI03A,FI38MI01C,SH01MI12B,CV09EMI05,FI38MI01B,SH01MI12A,OK14MI07,OK14MI12,AK96MI13,OK14MI01,WD35MI04A,SH63MI43,OK14MI06C,Terry3MI04A,FI45MI02,AK96MI08,WD70MI03,Terry3MI03,JFL19BMI11,WD12MI04A,FI45MI05,WD70MI01A,WD35MI02,WD07MI01A,FI45MI06,OK14MI08,WD70MI01B,WD12MI06,WD35MI01,OK14MI09,WD07MI01B,SH63MI53,FI38MI05A,SH58MI01,SH63MI34,SH01MI21,OK17MI05A,SH63MI22,FI45MI04A,SH63MI27,JFL30AMI12,VS73MI02,SH63MI25,SH63MI31,SH63MI24,Newman,CD33_12-2-2
472.4821,1.126279156,0.803888533,0.5393968,0.310985733,0.912292075,0.930084975,0.472737633,1.093663,0.60381155,0.786673667,1.783869667,0.340063367,1.291228967,0.50785665,0.3033907,0.9140638,0.63906465,0.5633377,0.312996,0.522527533,0.837209933,0.5149142,0.3382827,0.2307162,0.919972633,0.86135605,0.696393867,0.604530744,0.5241523,0.7878292,0.21238311,0.788846767,0.7957241,0.500218667,0.8740074,0.426068735,0.6719596,0.694406933,1.213403567,0.93871775,0.761701267,1.490017793,0.915300967,0.8975262,0.855213,0.449003356,0.445848,0.316264033,2.3644776,0.561358667,0.813831967,0.680165725,0.5045102,0.5056758,0.6695142,,
474.4106,0.772400956,1.320305033,0.5353839,0.304497667,1.011920875,0.93329555,0.469408233,1.089286967,0.596246575,0.824355167,1.722915,0.340564533,1.310929333,0.502288975,0.2962803,0.904058067,0.7106513,0.55377325,0.229457,0.6154638,0.8328527,0.673221,0.332428633,0.225902033,0.930130433,0.41855645,0.6931683,0.571503522,0.521554167,0.7815467,0.35824695,0.793904733,0.8233898,0.4814275,0.8950109,0.18369564,0.66689,0.704717011,1.273664633,0.90080635,0.753392,1.25417633,0.9097312,0.891557033,0.8379173,0.459222856,0.443625867,0.309875767,2.4684274,0.549123,0.7984799,0.673023275,0.501868033,0.5106578,0.6442634,,
476.3391,0.9802255,1.392630533,0.532920367,0.2988165,1.123040925,0.9384633,0.466291467,1.076972133,0.60433395,0.850923567,1.6663183,0.345845767,1.3010994,0.49215305,0.287802067,0.899543833,0.94347785,0.56028155,0.25705585,0.4260329,0.832417267,0.6701958,0.323896533,0.2207808,0.9498979,0.36605165,0.6840955,0.574323133,0.522392833,0.7790209,0.521691,0.807195667,0.84725585,0.4644578,0.9141946,0.8934201,0.662163733,0.732278433,1.298179167,0.87702655,0.749582667,0.697528903,0.894880233,0.893915067,0.819994533,0.425961978,0.440295233,0.3036381,2.31725055,0.533700833,0.783848733,0.667473875,0.501104133,0.512977133,0.636155167,,
478.2676,1.374115144,1.689836267,0.531109833,0.292727,1.2076765,0.943396075,0.462842567,1.092058,0.61797465,0.834794433,1.888737,0.343191833,1.269006567,0.474777125,0.286109367,0.914684167,1.07578765,0.57050085,0.69646965,0.3487143,0.831445833,0.540240533,0.312083867,0.213032367,0.967105967,0.68396715,0.6731358,0.582062933,0.524275367,0.774145633,1.617255,0.8172636,0.86277865,0.442635667,0.90615325,0.2017756,0.653773567,0.717092489,1.318332933,0.8452754,0.745844633,0.481080367,0.861518467,0.8935623,0.798807,0.396062467,0.4341742,0.301352833,0.7743457,0.525893967,0.7856322,0.666380825,0.496243333,0.508484467,0.6189702,,
480.1961,1.232399733,1.0358277,0.5303981,0.2861373,1.30313625,0.9553333,0.459742633,1.097959,0.61396105,0.7874839,2.166523333,0.336332533,1.232146367,0.4637516,0.305389667,0.926399867,0.9748504,0.57465135,-0.0624155,0.935273567,0.833929833,0.473252533,0.3014001,0.205091967,0.9800811,0.59649195,0.6684305,0.620238133,0.529652833,0.771793133,1.411618,0.826946933,0.85680945,0.4155758,0.87606015,-0.0224806,0.647898133,0.740264178,1.324836233,0.8124339,0.745058667,0.4543055,0.838102,0.8872898,0.774731967,0.4003078,0.4274978,0.302287433,0.46358635,0.531021533,0.8011358,0.65726205,0.491356433,0.5041889,0.5944907,,
482.1246,0.834044411,1.568877753,0.5279224,0.282833667,1.38202775,0.9649945,0.457247933,1.084414667,0.5854696,0.712358267,2.402021667,0.333685567,1.1957457,0.459746025,0.328980967,0.923199567,1.49992525,0.5566468,0.4842429,1.030718543,0.835856033,0.570003667,0.291552233,0.1973765,0.9797671,0.410404375,0.665038467,0.580205367,0.5371767,0.772836467,0.8165192,0.831090767,0.65460645,0.384137733,0.854094,0.5399021,0.644342,0.738530789,1.3041671,0.78506095,0.7456553,1.229226133,0.830013567,0.878124733,0.764646833,0.386399833,0.4220358,0.299274067,0.568026,0.5333849,0.824126667,0.65258405,0.4892246,0.495623433,0.597258933,,
484.0531,0.941397011,1.652623267,0.523999633,0.281707067,1.3923275,0.963271275,0.4545868,1.047717,0.558553725,0.638562633,2.560730667,0.337694633,1.117221967,0.457522275,0.343353933,0.9150724,1.7855564,0.54267115,0.078119895,1.2375594,0.8291032,0.775964233,0.282519267,0.189557267,0.963911,0.35992528,0.6590666,0.585427289,0.5409072,0.771977833,0.4176922,0.8297919,0.5763014,0.351175933,0.8626748,0.8766914,0.639387633,0.730957589,1.236838433,0.76141455,0.742621367,1.234788333,0.815786667,0.869460133,0.781767467,0.388091678,0.417791733,0.2915993,0.70819265,0.527323667,0.8472661,0.646107075,0.484790867,0.479537933,0.619655767,,
485.9816,1.055837911,1.7567706,0.517897667,0.2794798,1.321194025,0.95469025,0.451616833,0.986703467,0.533592875,0.5789838,2.630298667,0.3343632,1.025360667,0.459224175,0.353477367,0.887374867,1.93207665,0.52295485,0.429134922,0.7784945,0.8111933,0.8256088,0.273696933,0.1823251,0.9318221,0.40961385,0.6486315,0.606325678,0.5413386,0.768529267,1.0928379,0.826198233,0.7894406,0.320380667,0.85394865,0.953150605,0.630784767,0.716014644,1.135685333,0.7293165,0.730082367,0.039701073,0.786671933,0.856769433,0.8070423,0.392001011,0.414437033,0.2810153,0.51337955,0.522928,0.865038533,0.644679125,0.472421867,0.460978,0.645460533,,
487.9101,0.775877011,1.6109331,0.5097946,0.276653,1.13964395,0.947799625,0.448444,0.913809467,0.505062675,0.551896133,2.60725,0.321439467,0.903397833,0.454614225,0.359945233,0.872335667,1.89997505,0.48313785,1.428802,1.913520667,0.794754733,0.849665933,0.264879433,0.176036633,0.908843633,0.3297757,0.639967033,0.588115289,0.546063167,0.768133633,0.88064795,0.817894733,0.9714033,0.308651,0.8571849,0.9339807,0.625161367,0.7543792,1.034705167,0.73202705,0.721000967,0.29670255,0.7741262,0.839418667,0.810608033,0.380351611,0.411086567,0.2689928,0.4596494,0.5267021,0.870154433,0.64018935,0.4585077,0.4500429,0.662946167,,
489.8386,0.832948,1.442390367,0.5012681,0.274018733,1.0239058,0.94437305,0.445423333,0.860746433,0.481897025,0.538492367,2.509678667,0.307372067,0.758710933,0.44775135,0.364378667,0.855073867,0.94904975,0.4417096,1.235624,2.391142233,0.7867045,0.5959316,0.258541733,0.169499667,0.887404333,0.2681933,0.627590633,0.606285933,0.553866867,0.7683952,0.81056675,0.797995267,0.8674782,0.300444767,0.86133855,0.59998875,0.619250667,0.733458544,0.939305433,0.7502724,0.711361467,1.357099567,0.778407467,0.822024867,0.788167467,0.402945244,0.405708067,0.2591691,0.53795195,0.5327964,0.866892267,0.637030475,0.4432214,0.444465467,0.658532467,,
491.7671,1.007294956,1.105124733,0.494139067,0.271092067,1.000240475,0.940797025,0.442334933,0.858706833,0.470160025,0.504116633,2.345648667,0.2902142,0.828647833,0.443147,0.354592033,0.828246133,1.5849077,0.4193925,1.02232755,2.955657667,0.788267467,0.8055027,0.2535679,0.164122867,0.8651598,0.33149415,0.6140193,0.588470756,0.5560345,0.763516933,0.23752726,0.7740252,0.8893547,0.2851126,0.8506324,0.63528135,0.6117471,0.662818656,0.8086037,0.7770467,0.699957667,1.407721067,0.787175067,0.812531467,0.767408267,0.395879078,0.3976384,0.2535075,0.73488135,0.534897833,0.864205633,0.629934625,0.4278469,0.4431544,0.639459833,,
493.6956,1.448965778,0.9834008,0.487911667,0.265616533,0.9813475,0.934911125,0.437601633,0.854277633,0.455044825,0.463680167,2.1139,0.272230267,0.8491004,0.441583075,0.334567867,0.829268933,1.5606475,0.4203858,0.4157984,2.927298667,0.807155167,0.719663167,0.248110867,0.1592723,0.835452767,0.2814369,0.602549567,0.557320067,0.5504543,0.7532109,0.5288804,0.749935867,1.25388725,0.2623084,0.8276635,0.6397273,0.599510667,0.644803711,0.675997033,0.79545775,0.6858358,1.162343787,0.784941833,0.804237267,0.774902767,0.374373133,0.389090733,0.2498815,0.7111715,0.525588033,0.851469767,0.630905725,0.415274933,0.437747733,0.613739233,,
495.6241,1.669481956,0.677681,0.483417367,0.2564067,0.960012575,0.925016725,0.433785133,0.8417874,0.451565775,0.4491284,2.066996667,0.253649433,0.872064367,0.442030825,0.3198406,0.853518133,1.312148,0.44210175,-0.071463915,3.060884333,0.827762433,0.619027233,0.243819767,0.154849567,0.805685467,0.23380565,0.6010506,0.531875433,0.542867067,0.746241467,0.6914966,0.723134167,1.70162845,0.232548367,0.8256972,0.31415994,0.585696533,0.689200356,0.849069967,0.8011922,0.669878267,0.179392437,0.781426867,0.7948396,0.776561133,0.374125789,0.381954167,0.241799467,0.5130819,0.5207065,0.838206333,0.628730225,0.405775867,0.436645867,0.584744267,,
497.5526,1.2359049,0.497450297,0.479144767,0.246919867,0.8189005,0.914119725,0.429305933,0.8273898,0.455245,0.448554367,2.032212,0.241349033,0.889914033,0.4361075,0.289533333,0.870512833,0.80697295,0.46997025,0.1342123,1.532829267,0.825995767,0.503900333,0.237666433,0.149043667,0.7912659,0.18319945,0.600351467,0.473926389,0.5403344,0.7411948,1.13064,0.7000076,1.71466215,0.207341883,0.86056865,1.22285095,0.572614033,0.720194044,0.918070433,0.8069644,0.653415833,0.094352797,0.769875933,0.782821467,0.764411167,0.334036178,0.375495067,0.2312858,0.4752374,0.519783867,0.815733433,0.62687865,0.4031928,0.435897767,0.573754333,,
499.4811,0.788528056,0.4820139,0.4725334,0.237207433,1.13997985,0.897006725,0.423898567,0.8301568,0.4622473,0.461413067,1.792491667,0.230285533,0.907843833,0.42491565,0.274628633,0.8773947,0.692327,0.4870086,0.35125469,1.198135633,0.812630733,0.3520103,0.231090233,0.1413053,0.786134567,0.085105618,0.5923335,0.463967344,0.528362333,0.738025433,0.4960702,0.685229767,1.6689924,0.185925533,0.8728957,0.921395,0.560247533,0.7389637,0.959386867,0.790062,0.646618767,0.6099783,0.7548483,0.773787733,0.7583211,0.316329656,0.369063967,0.2260301,0.74733255,0.5153724,0.785431467,0.622944825,0.405732833,0.4338823,0.566233333,,
501.4096,0.888455567,0.128644977,0.4660476,0.227952167,1.143265525,0.878908675,0.418629633,0.839238467,0.46788105,0.461600567,1.435061333,0.2145796,0.9012041,0.415454525,0.2651237,0.859094933,0.59462485,0.49503115,0.3285757,2.200246533,0.804049867,0.2439254,0.223451333,0.132503603,0.783926433,0.1286221,0.576279167,0.494768711,0.5062707,0.734436733,0.6176175,0.668394367,1.3639787,0.162060867,0.85981,0.61820215,0.547495833,0.6991717,0.977969033,0.74879175,0.638058167,0.912361533,0.738427433,0.7714447,0.745187333,0.332325778,0.361325033,0.2230462,0.65269865,0.505822633,0.7657949,0.6253497,0.4067754,0.430778467,0.5596207,,
503.3381,0.644109211,0.4850666,0.461738033,0.219387467,1.162430275,0.8642354,0.4130772,0.8399572,0.464597125,0.443772167,1.405826,0.207069,0.885074,0.402246075,0.230518133,0.834800767,1.475764,0.5000114,1.07911655,2.636717,0.791931367,0.335484977,0.214208767,0.122614597,0.786954133,0.2215273,0.5560805,0.463441811,0.4972271,0.727436433,2.0735542,0.649686033,1.16386795,0.078625907,0.82013485,0.20043045,0.538013533,0.659392333,0.998427967,0.7087855,0.630926767,1.242942533,0.7070414,0.7737922,0.706571367,0.342976889,0.3517259,0.222745267,0.9216871,0.497209833,0.758354433,0.6227078,0.4088891,0.422666133,0.546957867,,
505.2666,0.889099942,0.864385933,0.456912533,0.2131445,1.14589185,0.858825275,0.4072258,0.8395597,0.44858775,0.434211033,1.497236,0.204610867,0.886132667,0.38671765,0.2124561,0.814408267,1.6360215,0.49858945,1.33047205,1.662151333,0.7687208,0.310935717,0.203522533,0.110733913,0.794875833,0.20830615,0.537170533,0.454115322,0.4911095,0.716972067,2.0528146,0.631545533,0.8542935,0.1095897,0.75760005,0.06961881,0.5300381,0.638325144,1.044887067,0.65701775,0.628348633,0.734199167,0.675632033,0.773324867,0.675715533,0.335744222,0.342577967,0.226032267,1.4469504,0.491649433,0.7483833,0.62701285,0.409100367,0.409727367,0.5165273,,
507.1951,1.702735811,1.0443155,0.454123933,0.208148167,0.870664475,0.859407275,0.402063867,0.8352664,0.42494625,0.438091333,1.636145,0.206708033,0.8987093,0.381049425,0.208497733,0.781501267,1.109183,0.48067145,1.72206795,1.699902067,0.7599114,0.256454707,0.194033367,0.09904186,0.8035046,0.140299697,0.530109967,0.4825022,0.4856764,0.7069506,2.0056086,0.615997033,0.96920025,0.08621651,0.7272608,-0.1120997,0.5251396,0.608146967,1.0843383,0.59539375,0.623484267,-0.083060567,0.667032433,0.769847333,0.666734767,0.333302522,0.3371317,0.2271822,2.109322,0.490861533,0.732943467,0.62780805,0.409239133,0.4020322,0.491912533,,
509.1236,1.544519778,1.219781333,0.451287367,0.203693767,0.817317225,0.852763325,0.3972416,0.822361567,0.4005803,0.455369967,1.698753333,0.206599533,0.902441867,0.3772083,0.203246233,0.759378967,1.2434925,0.45631055,1.43828555,1.35142845,0.758849533,0.259960223,0.183547667,0.087306553,0.7997394,0.193526775,0.524548533,0.513856656,0.484974067,0.697988433,2.9156505,0.611359433,0.72674705,0.05601775,0.6987323,-0.13333125,0.520515867,0.633851822,1.095293533,0.55057075,0.6199247,1.93149856,0.665637267,0.766503767,0.656964767,0.325883533,0.333754733,0.227258333,2.610672,0.482928333,0.7287349,0.627810675,0.404428133,0.393010233,0.499219067,,
511.0521,1.054877367,1.351775733,0.447683767,0.198205667,0.95990985,0.843306175,0.393368033,0.8066148,0.383917275,0.5079597,1.740347667,0.196190733,0.884417867,0.3663557,0.17909339,0.750382033,0.96206575,0.43507835,1.2542903,1.3802294,0.7433634,0.241825483,0.171313567,0.077049853,0.782898633,0.208756445,0.5189201,0.485618789,0.490921733,0.691435233,2.8740775,0.6196029,0.27767525,0.01765561,0.66123765,0.049925275,0.5130488,0.664092033,1.066013667,0.53937965,0.616301633,1.259742065,0.656338967,0.7633087,0.6530709,0.315715756,0.3307431,0.228020167,2.53673,0.467114833,0.7137926,0.617427775,0.396798267,0.379829,0.503992333,,
512.9806,0.796644444,1.259758567,0.443336567,0.191583033,0.834389375,0.831674375,0.3889956,0.7869702,0.36819025,0.5550151,1.744963,0.183503133,0.875586233,0.3554888,0.17134163,0.735792567,1.5671545,0.3541818,0.38010215,0.37534579,0.721085067,0.2290781,0.161434933,0.068493873,0.757062033,0.210476075,0.5157376,0.489800844,0.498915567,0.6848989,0.781973105,0.6257363,0.433727,-0.005338417,0.6142087,0.72493065,0.503693233,0.677909267,1.010933267,0.524367,0.6089093,2.414816733,0.646264967,0.753014,0.654091367,0.307684589,0.3275655,0.228664167,3.118497,0.449958433,0.6844556,0.606288,0.3878678,0.367067267,0.516294967,,
514.9091,0.917273467,1.365155267,0.437894167,0.184083533,0.69013735,0.821622175,0.382661167,0.775018433,0.365794925,0.581566033,1.645151667,0.1673685,0.8581225,0.343579025,0.159470843,0.7256462,1.903146,0.3640099,0.21598139,1.271148233,0.696935067,0.220816103,0.152961633,0.058172897,0.7382725,0.198540195,0.509403733,0.498239711,0.5120257,0.677410467,3.099476,0.629800333,1.31328555,-0.024966597,0.5762943,0.7602941,0.4969278,0.638524011,0.9454823,0.52574935,0.601556633,2.68601013,0.654531733,0.740073867,0.659433,0.308697922,0.3207613,0.220047367,3.11397,0.440678767,0.667174867,0.58607,0.376731667,0.355860967,0.5282231,,
516.8376,1.006209511,1.4926739,0.431155667,0.175061333,0.653614553,0.825661425,0.375705667,0.767001633,0.366605175,0.595538133,1.701698,0.153921533,0.825215833,0.331691575,0.14433686,0.7058273,1.665764,0.33848735,0.54951947,1.295003533,0.680915133,0.15599205,0.145401167,0.047546607,0.719686933,0.182505655,0.4934622,0.476989,0.529857267,0.6648035,2.735925,0.620252167,1.31456605,-0.04673492,0.55508965,1.51623195,0.488033267,0.579243422,0.870219,0.5324734,0.594207133,2.27000751,0.661463167,0.730337167,0.676173133,0.306197289,0.311527433,0.2048449,2.9063115,0.438165233,0.649266733,0.5690637,0.362712933,0.3533053,0.519701733,,
518.7661,1.140536567,0.518100167,0.423957033,0.165355633,0.62488165,0.835028875,0.3699502,0.753630767,0.364862525,0.5764168,1.765062333,0.139601933,0.8034921,0.3226037,0.147612577,0.695325467,1.9819105,0.31604435,0.392323919,1.5724568,0.675840267,0.200295333,0.1389337,0.03867235,0.7053045,0.0643461,0.4819732,0.446102411,0.5437165,0.6497196,2.5304976,0.615068967,1.05690105,-0.094336163,0.53271555,1.974032,0.476436767,0.557886656,0.802584733,0.54037825,0.583193033,2.699433767,0.660245667,0.7269193,0.707171867,0.279310889,0.301949233,0.1929627,2.5511255,0.433099,0.639973033,0.553460525,0.350607267,0.361124833,0.513632033,,
520.6946,1.0933422,0.961126933,0.4169139,0.154432367,0.712109475,0.83396855,0.365620833,0.7364682,0.359873775,0.5422437,1.791828,0.12185368,0.772929633,0.314723925,0.15925846,0.7075506,1.8575335,0.30064705,0.248266495,1.5696902,0.672517067,0.228827727,0.134341333,0.032263454,0.697491933,0.1623131,0.476597933,0.444876356,0.5473621,0.6374822,0.6076679,0.6163602,0.883869,-0.14122932,0.53308225,2.046022,0.4636876,0.556207133,0.7699573,0.55272055,0.5659274,1.790105833,0.658671833,0.723787433,0.741779267,0.276823078,0.2938388,0.185319633,1.311936,0.420686867,0.631932267,0.54824465,0.339167533,0.362775167,0.534170933,,
522.6231,1.158502,0.822242793,0.411792667,0.141619067,0.7389549,0.823622175,0.361835767,0.742454967,0.355584725,0.5157139,1.834523667,0.101987023,0.783369167,0.305788625,0.14973759,0.730042233,2.48684715,0.30121925,0.215782,0.462410217,0.664794967,0.233609467,0.130195667,0.024906746,0.699498867,0.04147746,0.475190333,0.420493344,0.538075067,0.631479633,1.91399605,0.622704333,0.51165045,-0.180373947,0.4763387,1.63808855,0.452548733,0.586005656,0.701878833,0.5598546,0.553766433,1.813362233,0.654271533,0.715939667,0.759487567,0.286529789,0.286570133,0.177237933,0.5449372,0.4163996,0.616603567,0.53727925,0.3253696,0.361864267,0.552748067,,
524.5516,0.578897278,0.550821967,0.404739933,0.1303112,0.897789025,0.811307775,0.3556645,0.7533673,0.352846525,0.4856879,1.787803,0.085231367,0.8031884,0.294610625,0.164005483,0.734699367,3.090784,0.3119683,0.42006337,0.249795393,0.645527633,0.230891633,0.123355967,0.01636593,0.7041706,0.1595679,0.470513867,0.413977133,0.5239339,0.627391,1.7875854,0.626734133,0.3524569,-0.130590383,0.5414748,1.76146,0.442220733,0.590803289,0.686092667,0.57348415,0.5246739,1.7430157,0.635659667,0.707805267,0.782618767,0.268881811,0.2785241,0.1717851,0.40942935,0.414724967,0.601583367,0.528879975,0.316763633,0.3602173,0.5719393,,
